objectid,parentid,filename,youtubeid,vimeoid,title,creator,support,date,description,subject,venue,price,location,latitude,longitude,relation,source,type,format,language,rights,rightsstatement
tix045,,tix045.jpg,,,Bruce Springsteen 1981-07-27,Bruce Springsteen,,1981-07-27,"Ticket to the performance of Bruce Springsteen at Riverfront Coliseum in Cincinnati, Ohio on July 27, 1981.",rock concerts,Riverfront Coliseum,$12.50 (USD),"Cincinnati, Ohio",39.09817794176740,-84.50447870009560,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix046,,tix046.jpg,,,Bruce Springsteen 1984-12-11,Bruce Springsteen,,1984-12-11,"Ticket to the performance of Bruce Springsteen at Rupp Arena in Lexington, Kentucky on December 11, 1984.",rock concerts,Rupp Arena,,"Lexington, Kentucky",38.04957088551100,-84.5025226,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix047,,tix047.jpg,,,Soul Asylum 1995-08-19,Soul Asylum,,1995-08-19,"Ticket to the performance of Soul Asylum at Deer Creek Music Center in Noblesville, Indiana on August 19, 1995.",rock concerts,Deer Creek Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix048,,tix048.jpg,,,Genesis 1983-12-08,Genesis,,1983-12-08,"Ticket to the performance of Genesis at Riverfront Coliseum in Cincinnati, Ohio on December 8, 1983.",rock concerts,Riverfront Coliseum,$12.50 (USD),"Cincinnati, Ohio",39.09817794176740,-84.50447870009560,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix049,,tix049.jpg,,,Adam Ant 1983-04-17,Adam Ant,,1983-04-17,"Ticket to the performance of Adam Ant at the Cincinnati Gardens in Cincinnati, Ohio on April 17, 1983.",rock concerts,Cincinnati Gardens,$9.25 (USD),"Cincinnati, Ohio",39.1813797124443,-84.4551661442206,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix050,,tix050.jpg,,,Neil Young 1984-09-21,Neil Young,,1984-09-21,"Ticket to the performance of Neil Young at Riverbend Music Center in Cincinnati, Ohio on September 21, 1984.",rock concerts,Riverbend Music Center,$15.00 (USD),"Cincinnati, Ohio",39.0521219934558,-84.4189292194271,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix051,,tix051.jpg,,,Billy Idol 1984-02-13,Billy Idol,,1984-02-13,"Ticket to the performance of Billy Idol at Memorial Auditorium at Ohio University in Athens, Ohio on February 13, 1984.",rock concerts,"Memorial Auditorium, Ohio University",$10.00 (USD),"Athens, Ohio",39.3266683802699,-82.0993001730534,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix052,,tix052.jpg,,,Roxy Music 2003-07-31,Roxy Music,,2003-07-31,"Ticket to the performance of Roxy Music at Tweeter Center Chicago in Tinley Park, Illinois on July 31, 2003.",rock concerts,Tweeter Center Chicago,$72.00 (USD),"Tinley Park, Illinois",41.5440105396062,-87.7757747545979,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix053,,tix053.jpg,,,Who 2013-02-17,Who,,2013-02-17,"Ticket to the performance of The Who at the Schottenstein Center in Columbus, Ohio on February 17, 2013.",rock concerts,Schottenstein Center,$59.50 (USD),"Columbus, Ohio",40.0075498722984,-83.0249780632512,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix054,,tix054.jpg,,,Suzanne Vega 2022-04-28,Suzanne Vega,,2022-04-28,"Ticket to the performance of Suzanne Vega at the Buskirk-Chumley Theater in Bloomington, Indiana on April 28, 2022.",rock concerts,Buskirk-Chumley Theater,$45.00 (USD),"Bloomington, Indiana",39.1664524623942,-86.532822201893,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/png,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix055,,tix055.jpg,,,Yes 1984-08-16,Yes,,1984-08-16,"Ticket to the performance of Yes at Riverbend Music Center in Cincinnati, Ohio on August 16, 1984.",rock concerts,Riverbend Music Center,$15.00 (USD),"Cincinnati, Ohio",39.0521219934558,-84.4189292194271,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix056,,tix056.png,,,U2 2017-09-10,U2,,2017-09-10,"Ticket to the performance of U2 at Lucas Oil Stadium in Indianapolis, Indiana on September 10, 2017.",rock concerts,Lucas Oil Stadium,$165.00 (USD),"Indianapolis, Indiana",39.7599934609796,-86.1638877018797,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix057,,tix057.jpg,,,Allan Holdsworth 1984-10-06,Allan Holdsworth,,1984-10-06,"Ticket to the performance of Allan Holdsworth in the Baker Center Ballroom at Ohio University in Athens, Ohio on October 6, 1984.",rock concerts,Baker Center Ballroom,$4.50 (USD),"Athens, Ohio",39.3277667827492,-82.10029765439,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix058,,tix058.jpg,,,Neil Young 1985-08-18,Neil Young,,1985-08-18,"Ticket to the performance of Neil Young at Riverbend Music Center in Cincinnati, Ohio on August 18, 1985.",rock concerts,Riverbend Music Center,$10 (USD),"Cincinnati, Ohio",39.0521219934558,-84.4189292194271,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix059,,tix059.jpg,,,Bruce Springsteen 1984-07-06,Bruce Springsteen,,1984-07-06,"Ticket to the performance of Bruce Springsteen at Riverfront Coliseum in Cincinnati, Ohio on July 6, 1984.",rock concerts,Riverfront Coliseum,$15.00 (USD),"Cincinnati, Ohio",39.09817794176740,-84.50447870009560,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix060,,tix060.jpg,,,The Bears / Adrian Belew 1985-11-02,The Bears / Adrian Belew,,1985-11-02,"Ticket to the performance of the Bears / Adrian Belew at Bogart’s in Cincinnati, Ohio on November 2, 1985.",rock concerts,Bogart’s,$8.75 (USD),"Cincinnati, Ohio",39.1300399597767,-84.5097417944837,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix061,,tix061.jpg,,,Son Volt 1998-12-08,Son Volt,Patty Griffin,1998-12-08,"Ticket to the performance of Son Volt with Patty Griffin at Mars nightclub in Bloomington, Indiana on December 8, 1998.",rock concerts,Mars,$10.00 (USD),"Bloomington, Indiana",39.1701788573864,-86.5338724632702,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.1,https://creativecommons.org/licenses/by-nc/4.0/
tix062,,tix062.jpg,,,Paul Simon 2001-07-04,Paul Simon,Brian Wilson,2001-07-04,"Ticket to the performance of Paul Simon with Brian Wilson at the Verizon Wireless Music Center in Noblesville, Indiana on July 4, 2001.",rock concerts,Verizon Wireless Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.2,https://creativecommons.org/licenses/by-nc/4.0/
tix063,,tix063.jpg,,,Mountain Goats 2016-09-22,Mountain Goats,,2016-09-22,"Ticket to the performance of the Mountain Goats at the Buskirk-Chumley Theater in Bloomington, Indiana on September 22, 2016.",rock concerts,Buskirk-Chumley,$25.00 (USD),"Bloomington, Indiana",39.1664524623942,-86.532822201893,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.3,https://creativecommons.org/licenses/by-nc/4.0/
tix064,,tix064.jpg,,,Jerry Garcia Band 1991-11-22,Jerry Garcia Band,,1991-11-22,"Ticket to the performance of the Jerry Garcia Band at the Rosemont Horizon in Rosemont, Illinois on November 22, 1991.",rock concerts,Rosemont Horizon,$22.50 (USD),"Rosemont, Illinois",42.0054184273116,-87.8877978156691,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.4,https://creativecommons.org/licenses/by-nc/4.0/
tix065,,tix065.jpg,,,Phish 1997-08-10,Phish,,1997-08-10,"Ticket to the performance of Phish at Deer Creek Music Center in Noblesville, Indiana on August 10, 1997.",rock concerts,Deer Creek Music Center,$25.00 (USD),"Noblesville, Indiana",40.0050285953697,-85.9307584014037,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.5,https://creativecommons.org/licenses/by-nc/4.0/
tix066,,tix066.jpg,,,Neil Young and Crazy Horse 1996-08-28,Neil Young and Crazy Horse,,1996-08-28,"Ticket to the performance of Neil Young and Crazy Horse at Deer Creek Music Center in Noblesville, Indiana on August 28, 1996.",rock concerts,Deer Creek Music Center,$28.50 (USD),"Noblesville, Indiana",40.0050285953697,-85.9307584014037,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.6,https://creativecommons.org/licenses/by-nc/4.0/
tix067,,tix067.jpg,,,Grateful Dead 1991-09-04,Grateful Dead,,1991-09-04,"Ticket to the performance of the Grateful Dead at Richfield Coliseum in Richfield, Ohio on September 4, 1991.",rock concerts,Richfield Coliseum,$22.50 (USD),"Richfield, Ohio",41.2490303,-81.5952213,https://archive.org/details/gd91-09-04.sbd.gardner.5558.sbeok.shnf,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.7,https://creativecommons.org/licenses/by-nc/4.0/
tix068,,tix068.jpg,,,Grateful Dead 1991-06-06,Grateful Dead,,1991-06-06,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 6, 1997.",rock concerts,Deer Creek Music Center,$21.50 (USD),"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1991-06-06.149638.sbd.cm.miller.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.8,https://creativecommons.org/licenses/by-nc/4.0/
tix069,,tix069.jpg,,,Grateful Dead 1991-06-07,Grateful Dead,,1991-06-07,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 7, 1997.",rock concerts,Deer Creek Music Center,$21.50 (USD),"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd91-06-07.sbd.miller.18712.sbeok.shnf,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.9,https://creativecommons.org/licenses/by-nc/4.0/
tix070,,tix070.jpg,,,Guided by Voices 2000-03-28,Guided by Voices,,2000-03-28,"Ticket to the performance of Guided by Voices at the Bluebird in Bloomington, Indiana on June 7, 1997.",rock concerts,The Bluebird,$10.00 (USD),"Bloomington, Indiana",39.1681487405991,-86.5334145764356,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.0,https://creativecommons.org/licenses/by-nc/4.0/
tix071,,tix071.jpg,,,Grateful Dead 1991-09-05,Grateful Dead,,1991-09-05,"Ticket to the performance of the Grateful Dead at Richfield Coliseum in Richfield, Ohio on September 5, 1991.",rock concerts,Richfield Coliseum,,"Richfield, Ohio",41.2490303,-81.5952213,https://archive.org/details/gd1991-09-05.mtx.sirmick.92785.sbeok.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.1,https://creativecommons.org/licenses/by-nc/4.0/
tix072,,tix072.jpg,,,Grateful Dead 1993-06-22,Grateful Dead,,1993-06-22,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 22, 1993.",rock concerts,Deer Creek Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1993-06-22.daud.77360.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.2,https://creativecommons.org/licenses/by-nc/4.0/
tix073,,tix073.jpg,,,Grateful Dead 1993-06-21,Grateful Dead,,1993-06-21,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 21, 1993.",rock concerts,Deer Creek Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1993-06-21.sbd.miller.108982.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.3,https://creativecommons.org/licenses/by-nc/4.0/
tix074,,tix074.jpg,,,Grateful Dead 1993-06-23,Grateful Dead,,1993-06-23,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 23, 1993.",rock concerts,Deer Creek Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1993-06-23.sbd.miller.108984.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.4,https://creativecommons.org/licenses/by-nc/4.0/
tix075,,tix075.jpg,,,Grateful Dead 1995-07-02,Grateful Dead,,1995-07-02,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on July 2, 1995.",rock concerts,Deer Creek Music Center,$30.50 (USD),"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1995-07-02.monitor-sbd.unknown.74201.sbeok.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.5,https://creativecommons.org/licenses/by-nc/4.0/
tix076,,tix076.jpg,,,Grateful Dead 1993-03-14,Grateful Dead,,1993-03-14,"Ticket to the performance of the Grateful Dead at Richfield Coliseum in Richfield, Ohio on March 14, 1993.",rock concerts,Richfield Coliseum,,"Richfield, Ohio",41.2490303,-81.5952213,https://archive.org/details/gd93-03-14.akg.brown.4703.sbeok.shnf,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.6,https://creativecommons.org/licenses/by-nc/4.0/
tix077,,tix077.jpg,,,Roxy Music 2001-07-29,Roxy Music,Rufus Wainwright,2001-07-29,"Ticket to the performance of Roxy Music at DTE Energy Music Theatre in Clarkston, Michigan on July 19, 2001.",rock concerts,DTE Energy Music Theatre,$69.50 (USD),"Clarkston, Michigan",42.7450120352966,-83.3723297172198,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.7,https://creativecommons.org/licenses/by-nc/4.0/
tix078,,tix078.jpg,,,Oasis 2000-04-22,Oasis,,2000-04-22,"Ticket to the performance of Oasis at the Murat Theatre in Indianapolis, Indiana on April 22, 2000. ",rock concerts,Murat Theatre,$27.50 (USD),"Indianapolis, Indiana",39.774513850618200,-86.15098408,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.8,https://creativecommons.org/licenses/by-nc/4.0/
tix079,,tix079.jpg,,,Grateful Dead 1992-07-01,Grateful Dead,,1992-07-01,"Ticket to the performance of the Grateful Dead at Buckeye Lake Music Center in Thornville, Ohio on July 1, 1992.",rock concerts,Buckeye Lake Music Center,$25.00 (USD),"Thornville, Ohio",39.9386531964409,-82.402741446056,https://archive.org/details/gd1992-07-01.140226.sbd.cm.miller.flac1644,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 5.9,https://creativecommons.org/licenses/by-nc/4.0/
tix080,,tix080.jpg,,,Grateful Dead 1992-06-29,Grateful Dead,,1992-06-29,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 29, 1992.",rock concerts,Deer Creek Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1992-06-29.140285.sbd.cm.miller.flac1644,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.0,https://creativecommons.org/licenses/by-nc/4.0/
tix081,,tix081.jpg,,,Grateful Dead 1992-06-28,Grateful Dead,,1992-06-28,"Ticket to the performance of the Grateful Dead at Deer Creek Music Center in Noblesville, Indiana on June 28, 1992.",rock concerts,Deer Creek Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,https://archive.org/details/gd1992-06-28.dsbd.miller.32550.sbeok.flac16,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/
tix082,,tix082.jpg,,,King Crimson 2019-06-19,King Crimson,,2019-06-19,"Ticket to the performance of King Crimson at the Royal Albert Hall in London on June 19, 2019.",rock concerts,Royal Albert Hall,£75.00 (GBP),"London, United Kingdom",51.5010289964131,-0.177355272926222,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/png,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix083,,nt.jpg,,,Paul McCartney 2004-06-12,Paul McCartney,,2004-06-12,"Ticket to the performance of Paul McCartney at the Ullevi Stadium in Göteborg, Sweden on June 12, 2004.",rock concerts,Ullevi Stadium,,"Göteborg, Sweden",57.7060238609162,11.9874555331134,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/png,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
tix084,,nt.jpg,,,Who 2019-05-19,Who,Reignwolf,2019-05-19,"Ticket to the performance of the Who at Ruoff Home Mortgage Music Center in Noblesville, Indiana on May 19, 2019.",rock concerts,Ruoff Home Mortgage Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/
tix085,,tix085.png,,,Beck 2022-09-06,Beck,,2022-09-06,"Ticket to the performance of Beck at the Lafayette in London on September 6, 2022.",rock concerts,The Lafayette,£52.25 (GBP),"London, United Kingdom",51.534204,-0.125782,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/
tix086,,tix086.png,,,Roxy Music 2022-09-19,Roxy Music,St. Vincent,2022-09-19,"Ticket to the performance of Roxy Music at the United Center in Chicago, Illinois on September 19, 2022.",rock concerts,United Center,$354.25 (USD),"Chicago, Illinois",41.8807795,-87.6741513,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/
tix087,,nt.jpg,,,Roger Waters 2006-09-30,Roger Waters,,2006-09-30,"Ticket to the performance of Roger Waters at the Verizon Wireless Music Center in Noblesville, Indiana on September 30, 2006.",rock concerts,Verizon Wireless Music Center,,"Noblesville, Indiana",40.0050285953697,-85.9307584014037,,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/
tix088,,nt.jpg,,,Grateful Dead 1985-06-24,Grateful Dead,,1985-06-24,"Ticket to the performance of the Grateful Dead at Riverbend Music Center in Cincinnati, Ohio on June 24, 1985",rock concerts,Riverbend Music Center,,"Cincinnati, Ohio",39.0521219934558,-84.4189292194271,https://archive.org/details/gd85-06-25.sbd.miller.18663.sbeok.shnf,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/
tix089,,nt.jpg,,,Grateful Dead 1986-06-30,Grateful Dead,,1986-06-30,"Ticket to the performance of the Grateful Dead at Riverbend Music Center in Cincinnati, Ohio on June 30, 1986",rock concerts,Riverbend Music Center,,"Cincinnati, Ohio",39.0521219934558,-84.4189292194271,https://archive.org/details/gd1986-06-30.164036.nak304.thomas.miller.clugston.flac1648,"Private collection, John A. Walsh, Bloomington, Indiana",Image;StillImage,image/jpeg,eng,Rock Show © 2022 by John A. Walsh is licensed under CC BY-NC 6.1,https://creativecommons.org/licenses/by-nc/4.0/